title,netflixId,image,link,categories,watched,imdb_id,imdb_rating,imdb_votes,year,rated,runtime,genres,director,actors,plot,awards,imdb_poster,content_type,total_seasons,type,imdb_rating_numeric,imdb_votes_numeric
The Serpent,80206099,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABaummFh1bO1xYAnbLzKVUGxzj6mIzFVhZaxaPDB5kH1R8PhYmhcGOpsYiezlEIgk1T3JZHrxWnU9rka2t57YQuyshz3ottUFBbQ.jpg?r=4c6,https://www.netflix.com/watch/80206099?tctx=21%2C25%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80206099%2C,['Bingeworthy Suspenseful TV Shows'],False,tt7985576,7.6,"53,645",2021,TV-MA,58 min,"Crime, Drama, Thriller",N/A,"Tahar Rahim, Billy Howle, Jenna Coleman","The twisting, real-life story of Charles Sobhraj, a murderer, thief and seductive master of disguise, who was a hidden darkness in the mid-70's on Asia's hippie trail.",Nominated for 2 BAFTA 13 nominations total,https://m.media-amazon.com/images/M/MV5BZGM1NzFjNDYtYTZjMS00NjdhLWEyMjUtZGExMDczNzViMTA0XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.6,53645
Titli,80013558,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABfBSd4vOKjb8_jP1a-SJyfZJ-YSXZXLWB5Yd-ImjYZvWDohpkS1YZqIXSDR5Kcmts1cYvBACSa4_StUbq3QfiLFnXtDZKvMAcFw6xR32Kn248RmFdyB0E2t-f7asU60-CxxmfdzDwkXpnVUD_387N8dgCh6jSibR8K52uT0ZoNUx.webp?r=23b,https://www.netflix.com/watch/80013558?tctx=30%2C39%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80013558%2C,['Because you watched Ulajh'],False,tt3019620,7.5,"5,327",2014,Not Rated,116 min,"Action, Crime, Drama",Kanu Behl,"Shashank Arora, Ranvir Shorey, Shivani Raghuvanshi","Titli, the youngest member of a car-jacking brotherhood wants to escape the family business. He and his wife form a pact to set free from their family roots. But is escape possible?",4 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BNDE1OTA0OTE3NV5BMl5BanBnXkFtZTgwMzgyNTE4MTE@._V1_SX300.jpg,,,movie,7.5,5327
Collateral,80185171,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQwHSyIuTat1SorFsrxuRkXbiKgkZSiA2VgAelFEc6MK-aOQjw6aEMg8hgfR1GL_EfT9-MDMFaSnJTk7hWxMh3EbGVlgzz9RhB0.jpg?r=61c,https://www.netflix.com/watch/80185171?tctx=29%2C33%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80185171%2C,['Critically Acclaimed Crime TV Dramas'],False,tt0369339,7.5,"462,291",2004,R,120 min,"Action, Crime, Drama",Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith",A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,Nominated for 2 Oscars. 22 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_SX300.jpg,,,movie,7.5,462291
The Brothers Sun,81389634,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABaWO2BgGDnWWHVTlnR-s9urdRcYZKTRuvI6REd22AYIeb6uw4nd6M9anmai1HrpyYa4ZGVFcwS12NBq-bW34YBBdCc5g5j2Z2k4.jpg?r=17e,https://www.netflix.com/watch/81389634?tctx=29%2C25%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81389634%2C,['Critically Acclaimed Crime TV Dramas'],False,tt17632862,7.5,"29,054",2024,TV-MA,N/A,"Action, Comedy, Drama",N/A,"Michelle Yeoh, Justin Chien, Sam Song Li","Charles Sun, a Taipei gangster who's settled into his life as a ruthless killer, must go to L.A. to protect his mother and younger brother after his father is shot by a mysterious assassin.",Nominated for 1 Primetime Emmy. 3 nominations total,https://m.media-amazon.com/images/M/MV5BYzMxMjRmZDQtNWEzNC00ZDUyLTk0YzgtMDBkODJkNjExMTkzXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.5,29054
Titans,80218200,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABfaYDCokGmAYX5ipygsSDqF2OE6W6QhWGt_a6LWWdanB475qvUA6MxGDLcInDnZpw-UV_BAZycAZGAptub_PwkwuVs1YC5WqI2s.jpg?r=316,https://www.netflix.com/watch/80218200?tctx=2%2C2%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80218200%2C,"['Now Leaving Hawkins, Indiana']",False,tt1043813,7.5,"117,423",2018–2023,TV-MA,45 min,"Action, Adventure, Crime",N/A,"Brenton Thwaites, Anna Diop, Ryan Potter","Dick and Rachel, a girl possessed by a strange darkness, get embroiled in a conspiracy that could bring Hell on Earth. Joining them along the way are the hot-headed Starfire and lovable Beast Boy. Together they become a team of he...",5 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BNTJlNGQ3YmUtMGNjNC00OTE5LWFmYzEtNjJiMDNmZjk0ZjU0XkEyXkFqcGc@._V1_SX300.jpg,,4,series,7.5,117423
Frankenstein,81507921,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABUDn6GfCqMfK9NqyMyJCrxnxAEbKV7J3kaMHcsMIUoiEOloHEyUCGIW54EyEn_L5j7DkMHxiS24jZBrY7T2FKxlu3d7mViKoWYs.jpg?r=b1f,https://www.netflix.com/watch/81507921?tctx=2%2C37%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81507921%2C,"['Now Leaving Hawkins, Indiana', 'New on Netflix', 'Thrillers & Horror Movies', 'Only on Netflix', 'US Movies', 'Award-Winning Films']",False,tt1312221,7.5,"209,322",2025,R,149 min,"Drama, Fantasy, Horror",Guillermo del Toro,"Oscar Isaac, Jacob Elordi, Christoph Waltz","Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",30 wins & 161 nominations total,https://m.media-amazon.com/images/M/MV5BYzYzNDYxMTQtMTU4OS00MTdlLThhMTQtZjI4NGJmMTZmNmRiXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.5,209322
Dead Boy Detectives,81679967,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABbVLgks79CSb1hCauBvmGAk9FJ6C6_NfLe0GYUPuOG0PZGy8upZVQ7W2NcmtV4S9DWPGjrsnPXXGqErMixCqrPEsV4YFOl9yl0s.jpg?r=994,https://www.netflix.com/watch/81679967?tctx=2%2C39%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81679967%2C,"['Now Leaving Hawkins, Indiana', 'US TV Thrillers', 'Epic Worlds']",False,tt15358446,7.5,"22,560",2024,TV-MA,N/A,"Action, Adventure, Comedy",N/A,"George Rexstrew, Jayden Revri, Kassius Nelson","Charles Rowland and Edwin Payne choose not to enter the afterlife, instead staying on Earth to investigate crimes that involve the supernatural, with help from their living psychic medium friend.",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BYWI0ODg3NjgtMGVkOC00NDBlLTk1YmYtZGQ3MmVhMGM1YWZmXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.5,22560
Rocket Singh: Salesman of the Year,70129117,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABTGlYJk-Zf1yNnppXzkO1d6w7RvH5_svsD2Qe_6eScS5TaXBvVeNkqU3T81IYPNHBuPxHxAJgf-MRyfA0rAfdxAoUZHaUYFw1xw.webp?r=3d1,https://www.netflix.com/watch/70129117?tctx=10%2C51%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70129117%2C,"['New on Netflix', 'Because you watched Dabba Cartel', 'Because you watched Ulajh']",False,tt1434447,7.5,"22,603",2009,Not Rated,150 min,"Comedy, Drama",Shimit Amin,"Ranbir Kapoor, Prem Chopra, Mukesh S. Bhatt","A story of a fresh graduate trying to find a balance between the maddening demands of the 'professional' way, and the way of his heart.",1 win & 12 nominations total,https://m.media-amazon.com/images/M/MV5BZDQyZGZmYmYtOWI2MC00ZWY4LWI2ZDItZjU1ODkxY2U2YWYzXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.5,22603
Shadow and Bone,80236319,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYlb0TV3dJtKu87IjJD62H3jGmw3OQRjTlE1EoGNu5sF8oa6NKRZKNrPz5oBthrzPTVbTd0piOfSeDCo6rwc-OXy0UAU3X89gAY.jpg?r=dd8,https://www.netflix.com/watch/80236319?tctx=28%2C29%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80236319%2C,['Epic Worlds'],False,tt2403776,7.5,"122,591",2021–2023,TV-14,N/A,"Action, Adventure, Drama",N/A,"Jessie Mei Li, Ben Barnes, Archie Renaux",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,Nominated for 1 Primetime Emmy. 2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZWM1NTJiNzUtYTJlYy00NWYyLTliNjUtN2FjNzdkOWQxNWRjXkEyXkFqcGc@._V1_SX300.jpg,,2,series,7.5,122591
A Man Called Otto,81616256,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQAgSbv0oWkgntHe-_mbbkhOWrP88FZd4d-qm18e4ahWvnKo0vH7Yku7mqAeTj47gHSHNWYACaZfJ_0p4WVfAo16vVH_uji4XEk.webp?r=e9e,https://www.netflix.com/watch/81616256?tctx=27%2C22%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81616256%2C,['US Movies'],False,tt7405458,7.5,"204,258",2022,PG-13,126 min,"Comedy, Drama",Marc Forster,"Tom Hanks, Mariana Treviño, Rachel Keller","Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.",1 win & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNjY5YWJjODYtNDUzNy00ZGMyLTk3NTQtN2EzZmFhZTFmMDNiXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.5,204258
Kuch Kuch Hota Hai,60036752,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYr35THIv8VHIA3J08uYgoOdXv5CFEpFEWdekoTOY4uqtG4Xv83VGOnL9NjwyhHEh7jQiYzvWQA9us4RLdC9Wjom9u1V7KrmQeA.webp?r=d35,https://www.netflix.com/watch/60036752?tctx=9%2C32%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A60036752%2C,['Wanna Feel Like It’ll All Work Out?'],False,tt0172684,7.5,"61,359",1998,Not Rated,185 min,"Comedy, Drama, Musical",Karan Johar,"Shah Rukh Khan, Kajol, Rani Mukerji","During their college years, Anjali was in love with her best-friend Rahul, but he had eyes only for Tina. Years later, Rahul and the now-deceased Tina's eight-year-old daughter attempts to reunite her father and Anjali.",32 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMmQ0ZjliZTgtMjQ3NC00N2NiLTkxNjktY2VkOTQ2N2QyODNkXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.5,61359
A Time to Kill,1049750,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABY2h7u0wDwFv3KzNoKN1LXIjOdPgYgW_pM8jRQhepgV5PMBkDiKtNd2r3-vVl7x1lQ79bpXdeodFdjK3nkaY8i05PdPCSwcxPjE.webp?r=308,https://www.netflix.com/watch/1049750?tctx=12%2C39%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A1049750%2C,"['Suspenseful US Movies', 'Award Winning Drama Movies', 'Award-Winning Films']",False,tt0117913,7.5,"192,181",1996,R,149 min,"Crime, Drama, Thriller",Joel Schumacher,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson",A young Mississippi lawyer defends a black man who killed the two white men that raped his preteen daughter.,7 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYmNiYzY1N2ItZDZiNC00ZGMyLWJlZjktZDE1MDI3NDBlYjE5XkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.5,192181
The Ranch,80077977,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABUE3OOTF3Q0h9YH8SB6uZpKKOoH2hGmtiV5fJhAlIwzqZyqT_XbZx4AsM5cUqDwNFvlYNwxH1krcrrMPO7yRgANKQqd8pBLOiW4.jpg?r=177,https://www.netflix.com/watch/80077977?tctx=13%2C14%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80077977%2C,['Emmy-Winning TV Shows'],False,tt4998212,7.5,"44,466",2016–2020,TV-MA,30 min,"Comedy, Western",N/A,"Ashton Kutcher, Sam Elliott, Grady Lee Richmond",The son of a Colorado rancher returns home from a semi-pro football career to run the family business.,Won 3 Primetime Emmys. 3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMTYxOTU5ODE0OV5BMl5BanBnXkFtZTgwNzM0MzQ1MDI@._V1_SX300.jpg,,4,series,7.5,44466
Hollywood,81088617,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABWuIQgfMnoKNa9XEF2bjGqbNbitI99KuRkg40fZyWPVvavmpYphVhwee11OE1CqYZPPPtec-fz7NcxUYAUzOVrSa-4W2-kkBaKg.jpg?r=461,https://www.netflix.com/watch/81088617?tctx=13%2C34%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81088617%2C,['Emmy-Winning TV Shows'],False,tt9827854,7.5,"42,417",2020,TV-MA,347 min,Drama,N/A,"David Corenswet, Darren Criss, Laura Harrier",A group of aspiring actors and filmmakers in post-World War II Hollywood try to make it big - no matter the cost.,Won 2 Primetime Emmys. 4 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BOWJkZjc0ZGQtZmFmNC00ZWE4LTlhNWYtYjQyYzI2ZjcwOTJjXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.5,42417
The Beast in Me,81427733,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABWD2Wxu2c8Oi96z6BmAyIkxCDW8C5EqULY9YkLh3BVlgb5i81zb7dZp3m9jSn_WyT1QXnPV3Y5CbPIFXyoGMtRnrHpHosRSBuw0.jpg?r=2f1,https://www.netflix.com/watch/81427733?tctx=7%2C14%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81427733%2C,"['In a Mood', 'New on Netflix', 'So Completely Captivating', 'TV Dramas', 'Bingeworthy Suspenseful TV Shows', 'Only on Netflix', 'US TV Shows Dubbed in Hindi']",False,tt31974367,7.5,"21,933",2025,TV-MA,N/A,"Drama, Mystery, Thriller",N/A,"Claire Danes, Matthew Rhys, Brittany Snow","Author Aggie Wiggs, grieving the loss of her son, finds new purpose unraveling the mystery behind neighbor Nile Jarvis' vanished wife and his suspicious dealings.",N/A,https://m.media-amazon.com/images/M/MV5BZDI5MzdkMzktMjcxYi00OTcyLTljMWEtYzg2NTA5OTcwYTJkXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.5,21933
Hunger,81517155,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYK9U7XnLVfyQa1rSVnWnFRKJrRYOLcjQJeJaBq0aMXKoH7rA0gGc8GE2wleT_DTS18Y6CfOvYTOim392CgVDpOju5lufQRp1fY.jpg?r=063,https://www.netflix.com/watch/81517155?tctx=14%2C10%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81517155%2C,"['Award Winning Drama Movies', 'Award-Winning Films']",False,tt0986233,7.5,"74,195",2008,Not Rated,96 min,"Biography, Crime, Drama",Steve McQueen,"Michael Fassbender, Liam Cunningham, Stuart Graham",Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,Won 1 BAFTA Award49 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BMDMwMWZmZjMtZmZkMS00MzNmLTlmNTUtY2MyYTdkYzRiZDg0XkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.5,74195
Munich,70038133,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQXLRg3fIeFhaiA9RsHuyhtFp1JW1b17ztEW1cpDFHbUa0fxXMANnUr7zf_RIJZWouofET9_xsaBIQ6bv_jtXrCofPAFZ3mwVCg.webp?r=122,https://www.netflix.com/watch/70038133?tctx=14%2C16%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70038133%2C,"['Award Winning Drama Movies', 'Spies and Secret Agents', 'Award-Winning Films']",False,tt0408306,7.5,"249,894",2005,R,164 min,"Drama, History, Thriller",Steven Spielberg,"Eric Bana, Daniel Craig, Marie-Josée Croze","After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.",Nominated for 5 Oscars. 14 wins & 75 nominations total,https://m.media-amazon.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_SX300.jpg,,,movie,7.5,249894
The Ghazi Attack,80175334,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABRyABdmYdQwPUZJA7gjnUaHjwqtOH9oRRj4BI7TmH_9RdT1qUPdkXbjyV6zk0Xbejl-VIMxWD-kOA6BoMaWL6lLAhSYar9mfMz8.webp?r=775,https://www.netflix.com/watch/80175334?tctx=14%2C18%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80175334%2C,"['Award Winning Drama Movies', 'Award-Winning Films']",False,tt6299040,7.5,"14,926",2017,Not Rated,116 min,"Action, Drama, Thriller",Sankalp Reddy,"Rana Daggubati, Kay Kay Menon, Atul Kulkarni","A Pakistani submarine, Ghazi plans to secretly attack Vizag port. For doing so, it has to get past Indian submarine S21.",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BN2M0Njg2ZGQtMGRiMC00Yzk1LWI3ZjItNWFkZDhkMGZhNmMwXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.5,14926
Lupin,80994082,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQ7mCjHX-LDnlTYAMnJ6uPn5AMHk8HhvuX-yoxLHu9uw89IDmHfldgLL--8guqTLrK8je7bQvYpdj9cptdeWkIIzMqOlru71tfY.jpg?r=2f9,https://www.netflix.com/watch/80994082?tctx=15%2C34%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80994082%2C,"['Award-Winning TV Shows', 'Exciting TV Shows', 'Critically Acclaimed Crime TV Dramas', 'Critically Acclaimed TV Dramas', 'Action TV']",False,tt2531336,7.5,"154,909",2021–,TV-MA,231 min,"Action, Crime, Drama",N/A,"Ludivine Sagnier, Soufiane Guerrab, Omar Sy","Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",Nominated for 1 BAFTA Award4 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMDJhODQ3ZDEtN2JmMS00Yjk5LTk1ZTUtMzI3YTU0NTNjMjAyXkEyXkFqcGc@._V1_SX300.jpg,,4,series,7.5,154909
3 Body Problem,81024821,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABRGGXTR060t7Y0GqXjSmkoQdQ4YsIVejVm7mAr2P-n_ykwSK_B21yHyZgmFP5dpeE_uhQ4oW-ltxT_cU77ftz9UJcsuRIq4-T0Y.jpg?r=e93,https://www.netflix.com/watch/81024821?tctx=5%2C11%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81024821%2C,"['Sci-Fi TV', 'Acclaimed Writers', 'So Completely Captivating', 'TV Dramas', 'US TV Thrillers', 'US TV Shows Dubbed in Hindi']",False,tt13016388,7.5,"175,271",2024–,TV-MA,N/A,"Adventure, Drama, Fantasy",N/A,"Jovan Adepo, Liam Cunningham, Eiza González","A fateful decision made in 1960s China reverberates in the present, where a group of scientists partner with a detective to confront an existential planetary threat.",Nominated for 6 Primetime Emmys. 2 wins & 38 nominations total,https://m.media-amazon.com/images/M/MV5BMDdkYWZiZWYtMzA0Yi00NzNlLThkODktY2Q3N2NjN2ExZmMwXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.5,175271
Kohrra,81443393,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABen2N0hijVYYE8cPASOzRVN816LA5Ze0VQT6tBFlZ-PTNgl6-Vca_tVhmoDUwa6Gqy9ssJd5iuAjSqcIqhU-05PJMjruY3oMZus.jpg?r=293,https://www.netflix.com/watch/81443393?tctx=4%2C36%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81443393%2C,"['Criminal Investigation TV Shows', 'Bingeworthy Suspenseful TV Shows', 'Because you watched Dabba Cartel', 'Critically Acclaimed Crime TV Dramas', 'Critically Acclaimed TV Dramas']",False,tt27853283,7.5,"9,974",2023–,TV-MA,N/A,"Crime, Drama, Thriller",N/A,"Barun Sobti, Suvinder Vicky, Manish Chaudhari","When a bridegroom is found dead days before his wedding, two police officers must unravel the troubling case as turbulence unfolds in their own lives and threatens to ruin the case.",23 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BZjQyODlhNTMtYjY1OS00MmRlLTg1Y2EtNjdjNGIwYzAzMTM4XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.5,9974
Outer Banks,80236318,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABbonkGOPjixN94Nqf4oWWuCRAUBvQeKuk_AeP-0lBw9katS-tYxen0dc2OUgJdbnqsMiDnX_LqqzAfotWaRPYBNMojVcD_p5t2k.jpg?r=e06,https://www.netflix.com/watch/80236318?tctx=18%2C1%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80236318%2C,['TV Dramas'],False,tt10293938,7.5,"102,526",2020–2026,TV-MA,50 min,"Action, Crime, Drama",N/A,"Chase Stokes, Madelyn Cline, Madison Bailey","On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance.",5 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BY2FmYmJiYTQtYmJhZC00ZTIxLTk3OTAtNzc3NDk0NGMxYTdmXkEyXkFqcGc@._V1_SX300.jpg,,5,series,7.5,102526
Gossip Girl,70143811,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABRSSySpczVbDRN7GtCwocOyxNDF4JjV-4g360CnQuRuWyU-KY-AE_iz18GdAtnA-25hq-6vkIfIbcz4E-q-CakrfT75HVl25xtM.webp?r=0f8,https://www.netflix.com/watch/70143811?tctx=18%2C7%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70143811%2C,"['TV Dramas', 'Because you liked Gilmore Girls']",False,tt0397442,7.5,"211,315",2007–2012,TV-14,42 min,"Drama, Romance",N/A,"Blake Lively, Leighton Meester, Penn Badgley","Narrated by a mysterious vicious blogger, this show follows a set of wealthy teenagers through their day-to-day scandalous lives as Manhattans Elite, and how they betray each other for each other's gain.",22 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BZDljNzZmMGMtM2FmNC00ZTkzLTg2OTctNDAxZGViYjVlYjAxXkEyXkFqcGc@._V1_SX300.jpg,,6,series,7.5,211315
100 Meters,81785821,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABV2RC8LHUi10oYob_sIgq3DI83gmeE2VUneQ-Ra0KMtS_xYwXx8KMx0RkyzbXYASFKi6xwWA7k33BN828AKfKlGI1bl--53n1W4.webp?r=c18,https://www.netflix.com/watch/81785821?tctx=10%2C15%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81785821%2C,['New on Netflix'],False,tt5089786,7.5,"7,138",2016,N/A,108 min,"Biography, Comedy, Drama",Marcel Barrena,"Dani Rovira, Karra Elejalde, Alexandra Jiménez","Based on true events, a Spanish man with multiple sclerosis who tried to finish an Iron-Man competition despite he was told that he could not make 100 meters.",6 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BYWNjNDhmNGUtM2E5Ni00YTE0LTlkNTQtZWI2MWJhMTU3Y2NkXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.5,7138
Ginny & Georgia,81025696,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYytdtcxIZ_DLE9b07sk5fX6dhM1KjGPzC4ps1MHjDBEcUJ7GOUMaljRP14y3wzBwDxBsgKuNuvPgLYvRVvqHHlWwHCRx3foITk.jpg?r=2e6,https://www.netflix.com/watch/81025696?tctx=18%2C26%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81025696%2C,"['TV Dramas', 'Only on Netflix', 'Because you liked Gilmore Girls', 'US TV Shows Dubbed in Hindi']",False,tt10813940,7.5,"103,432",2021–,TV-14,N/A,"Comedy, Drama",N/A,"Brianne Howey, Antonia Gentry, Diesel La Torraca","Angsty 15-year-old Ginny Miller often feels more mature than her 30-year-old mother, the irresistible and dynamic Georgia Miller.",Nominated for 1 Primetime Emmy. 5 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNGY4NjYzYTYtMDhjYy00MmQ2LTkwNDktNzUxMGNkMDI5MmZhXkEyXkFqcGc@._V1_SX300.jpg,,3,series,7.5,103432
Kleo,81216677,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABbimFpOBKKR59M2-eKM6rYOV-PABFL_6bgyDpm6-AoyPgKwz3XtbS2w81tWyBKelcnQcZpAWYDL6TZ1ckyfsABGCXV3beZgJ5L0.jpg?r=cbd,https://www.netflix.com/watch/81216677?tctx=20%2C31%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81216677%2C,['Spies and Secret Agents'],False,tt15135104,7.5,"17,508",2022–,TV-MA,N/A,"Action, Crime, Drama",N/A,"Jella Haase, Dimitrij Schaad, Julius Feldmeier","After the fall of the Berlin Wall, a former spy killer is set free and embarks on a revenge spree against the people who conspired to betray her.",8 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BOGZlYWZmYjktYmM0ZC00MTIyLWFlZmMtYzhiNzc3OGMzNDJjXkEyXkFqcGc@._V1_SX300.jpg,,2,series,7.5,17508
